,Activity,Consumption,Group,Indnum,Quality_of_Life_Importance__1_10,Units,electric___off_peak_hours,electric___peak_hours,electric_water_heater___off_peak,electric_water_heater___peak_hou,gas,gas_water_heater,hybrid,jetfuel,natural_gas,solar_powered__water_heater
21896,trips using public ground transportation,13.0,5.0,855.0,62.0,bags,,,,,,,,,,
21897,trips using public ground transportation,12.0,5.0,856.0,58.0,bags,,,,,,,,,,
21898,trips using public ground transportation,14.0,5.0,857.0,53.0,bags,,,,,,,,,,
21899,trips using public ground transportation,14.0,5.0,858.0,57.0,bags,,,,,,,,,,
21900,trips using public ground transportation,12.0,5.0,859.0,48.0,bags,,,,,,,,,,
21901,trips using public ground transportation,17.0,5.0,860.0,51.0,bags,,,,,,,,,,
21902,trips using public ground transportation,15.0,5.0,861.0,48.0,bags,,,,,,,,,,
21903,trips using public ground transportation,18.0,5.0,862.0,42.0,bags,,,,,,,,,,
21904,trips using public ground transportation,18.0,5.0,863.0,53.0,bags,,,,,,,,,,
21905,trips using public ground transportation,16.0,5.0,864.0,48.0,bags,,,,,,,,,,
21906,trips using public ground transportation,13.0,5.0,865.0,50.0,bags,,,,,,,,,,
21907,trips using public ground transportation,13.0,5.0,866.0,51.0,bags,,,,,,,,,,
21908,trips using public ground transportation,12.0,5.0,867.0,57.0,bags,,,,,,,,,,
21909,trips using public ground transportation,18.0,5.0,868.0,45.0,bags,,,,,,,,,,
21910,trips using public ground transportation,17.0,5.0,869.0,46.0,bags,,,,,,,,,,
21911,trips using public ground transportation,17.0,5.0,870.0,58.0,bags,,,,,,,,,,
21912,trips using public ground transportation,18.0,5.0,871.0,44.0,bags,,,,,,,,,,
21913,trips using public ground transportation,17.0,5.0,872.0,44.0,bags,,,,,,,,,,
21914,trips using public ground transportation,15.0,5.0,873.0,62.0,bags,,,,,,,,,,
21915,trips using public ground transportation,17.0,5.0,874.0,53.0,bags,,,,,,,,,,
21916,trips using public ground transportation,12.0,5.0,875.0,60.0,bags,,,,,,,,,,
21917,trips using public ground transportation,17.0,5.0,876.0,42.0,bags,,,,,,,,,,
21918,trips using public ground transportation,18.0,5.0,877.0,55.0,bags,,,,,,,,,,
21919,trips using public ground transportation,14.0,5.0,878.0,49.0,bags,,,,,,,,,,
21920,trips using public ground transportation,13.0,5.0,879.0,49.0,bags,,,,,,,,,,
21921,trips using public ground transportation,17.0,5.0,880.0,44.0,bags,,,,,,,,,,
21922,trips using public ground transportation,18.0,5.0,881.0,57.0,bags,,,,,,,,,,
21923,trips using public ground transportation,18.0,5.0,882.0,47.0,bags,,,,,,,,,,
21924,trips using public ground transportation,16.0,5.0,883.0,42.0,bags,,,,,,,,,,
21925,trips using public ground transportation,15.0,5.0,884.0,59.0,bags,,,,,,,,,,
21926,trips using public ground transportation,18.0,5.0,885.0,61.0,bags,,,,,,,,,,
21927,trips using public ground transportation,17.0,5.0,886.0,60.0,bags,,,,,,,,,,
21928,trips using public ground transportation,15.0,5.0,887.0,52.0,bags,,,,,,,,,,
21929,trips using public ground transportation,13.0,5.0,888.0,56.0,bags,,,,,,,,,,
21930,trips using public ground transportation,17.0,5.0,889.0,62.0,bags,,,,,,,,,,
21931,trips using public ground transportation,16.0,5.0,890.0,57.0,bags,,,,,,,,,,
21932,trips using public ground transportation,14.0,5.0,891.0,62.0,bags,,,,,,,,,,
21933,trips using public ground transportation,14.0,5.0,892.0,53.0,bags,,,,,,,,,,
21934,trips using public ground transportation,15.0,5.0,893.0,48.0,bags,,,,,,,,,,
21935,trips using public ground transportation,16.0,5.0,894.0,51.0,bags,,,,,,,,,,
21936,trips using public ground transportation,17.0,5.0,895.0,43.0,bags,,,,,,,,,,
21937,trips using public ground transportation,16.0,5.0,896.0,59.0,bags,,,,,,,,,,
21938,trips using public ground transportation,15.0,5.0,897.0,54.0,bags,,,,,,,,,,
21939,trips using public ground transportation,15.0,5.0,898.0,61.0,bags,,,,,,,,,,
21940,trips using public ground transportation,13.0,5.0,899.0,46.0,bags,,,,,,,,,,
21941,trips using public ground transportation,19.0,5.0,900.0,53.0,bags,,,,,,,,,,
21942,trips using public ground transportation,19.0,5.0,901.0,50.0,bags,,,,,,,,,,
21943,trips using public ground transportation,15.0,5.0,902.0,47.0,bags,,,,,,,,,,
21944,trips using public ground transportation,19.0,5.0,903.0,51.0,bags,,,,,,,,,,
21945,trips using public ground transportation,12.0,5.0,904.0,52.0,bags,,,,,,,,,,
21946,trips using public ground transportation,12.0,5.0,905.0,43.0,bags,,,,,,,,,,
21947,trips using public ground transportation,18.0,5.0,906.0,50.0,bags,,,,,,,,,,
21948,trips using public ground transportation,15.0,5.0,907.0,49.0,bags,,,,,,,,,,
21949,trips using public ground transportation,18.0,5.0,908.0,45.0,bags,,,,,,,,,,
21950,trips using public ground transportation,19.0,5.0,909.0,50.0,bags,,,,,,,,,,
21951,trips using public ground transportation,14.0,5.0,910.0,54.0,bags,,,,,,,,,,
21952,trips using public ground transportation,17.0,5.0,911.0,47.0,bags,,,,,,,,,,
21953,trips using public ground transportation,12.0,5.0,912.0,56.0,bags,,,,,,,,,,
21954,trips using public ground transportation,12.0,5.0,913.0,48.0,bags,,,,,,,,,,
21955,trips using public ground transportation,13.0,5.0,914.0,51.0,bags,,,,,,,,,,
21956,trips using public ground transportation,19.0,5.0,915.0,59.0,bags,,,,,,,,,,
21957,trips using public ground transportation,13.0,5.0,916.0,52.0,bags,,,,,,,,,,
21958,trips using public ground transportation,13.0,5.0,917.0,45.0,bags,,,,,,,,,,
21959,trips using public ground transportation,16.0,5.0,918.0,58.0,bags,,,,,,,,,,
21960,trips using public ground transportation,16.0,5.0,919.0,57.0,bags,,,,,,,,,,
21961,trips using public ground transportation,17.0,5.0,920.0,59.0,bags,,,,,,,,,,
21962,trips using public ground transportation,13.0,5.0,921.0,49.0,bags,,,,,,,,,,
21963,trips using public ground transportation,18.0,5.0,922.0,42.0,bags,,,,,,,,,,
21964,trips using public ground transportation,13.0,5.0,923.0,45.0,bags,,,,,,,,,,
21965,trips using public ground transportation,19.0,5.0,924.0,49.0,bags,,,,,,,,,,
21966,trips using public ground transportation,16.0,5.0,925.0,58.0,bags,,,,,,,,,,
21967,trips using public ground transportation,14.0,5.0,926.0,60.0,bags,,,,,,,,,,
21968,trips using public ground transportation,18.0,5.0,927.0,42.0,bags,,,,,,,,,,
21969,trips using public ground transportation,19.0,5.0,928.0,42.0,bags,,,,,,,,,,
21970,trips using public ground transportation,19.0,5.0,929.0,44.0,bags,,,,,,,,,,
21971,trips using public ground transportation,12.0,5.0,930.0,51.0,bags,,,,,,,,,,
21972,trips using public ground transportation,19.0,5.0,931.0,58.0,bags,,,,,,,,,,
21973,trips using public ground transportation,18.0,5.0,932.0,51.0,bags,,,,,,,,,,
21974,trips using public ground transportation,15.0,5.0,933.0,48.0,bags,,,,,,,,,,
21975,trips using public ground transportation,17.0,5.0,934.0,62.0,bags,,,,,,,,,,
21976,trips using public ground transportation,12.0,5.0,935.0,43.0,bags,,,,,,,,,,
21977,trips using public ground transportation,17.0,5.0,936.0,57.0,bags,,,,,,,,,,
21978,trips using public ground transportation,19.0,5.0,937.0,59.0,bags,,,,,,,,,,
21979,trips using public ground transportation,15.0,5.0,938.0,48.0,bags,,,,,,,,,,
21980,trips using public ground transportation,18.0,5.0,939.0,51.0,bags,,,,,,,,,,
21981,trips using public ground transportation,16.0,5.0,940.0,46.0,bags,,,,,,,,,,
21982,trips using public ground transportation,18.0,5.0,941.0,42.0,bags,,,,,,,,,,
21983,trips using public ground transportation,18.0,5.0,942.0,51.0,bags,,,,,,,,,,
21984,trips using public ground transportation,15.0,5.0,943.0,48.0,bags,,,,,,,,,,
21985,trips using public ground transportation,18.0,5.0,944.0,56.0,bags,,,,,,,,,,
21986,trips using public ground transportation,16.0,5.0,945.0,50.0,bags,,,,,,,,,,
21987,trips using public ground transportation,15.0,5.0,946.0,42.0,bags,,,,,,,,,,
21988,trips using public ground transportation,17.0,5.0,947.0,51.0,bags,,,,,,,,,,
21989,trips using public ground transportation,15.0,5.0,948.0,61.0,bags,,,,,,,,,,
21990,trips using public ground transportation,16.0,5.0,949.0,54.0,bags,,,,,,,,,,
21991,trips using public ground transportation,17.0,5.0,950.0,57.0,bags,,,,,,,,,,
21992,trips using public ground transportation,19.0,5.0,951.0,49.0,bags,,,,,,,,,,
21993,trips using public ground transportation,17.0,5.0,952.0,54.0,bags,,,,,,,,,,
21994,trips using public ground transportation,15.0,5.0,953.0,61.0,bags,,,,,,,,,,
21995,trips using public ground transportation,16.0,5.0,954.0,46.0,bags,,,,,,,,,,
21996,trips using public ground transportation,12.0,5.0,955.0,45.0,bags,,,,,,,,,,
21997,trips using public ground transportation,19.0,5.0,956.0,62.0,bags,,,,,,,,,,
21998,trips using public ground transportation,15.0,5.0,957.0,57.0,bags,,,,,,,,,,
21999,trips using public ground transportation,13.0,5.0,958.0,52.0,bags,,,,,,,,,,
22000,trips using public ground transportation,14.0,5.0,959.0,56.0,bags,,,,,,,,,,
22001,trips using public ground transportation,18.0,5.0,960.0,50.0,bags,,,,,,,,,,
22002,trips using public ground transportation,13.0,5.0,961.0,42.0,bags,,,,,,,,,,
22003,trips using public ground transportation,16.0,5.0,962.0,59.0,bags,,,,,,,,,,
22004,trips using public ground transportation,13.0,5.0,963.0,46.0,bags,,,,,,,,,,
22005,trips using public ground transportation,19.0,5.0,964.0,59.0,bags,,,,,,,,,,
22006,trips using public ground transportation,16.0,5.0,965.0,48.0,bags,,,,,,,,,,
22007,trips using public ground transportation,18.0,5.0,966.0,43.0,bags,,,,,,,,,,
22008,trips using public ground transportation,14.0,5.0,967.0,54.0,bags,,,,,,,,,,
22009,trips using public ground transportation,14.0,5.0,968.0,60.0,bags,,,,,,,,,,
22010,trips using public ground transportation,15.0,5.0,969.0,51.0,bags,,,,,,,,,,
22011,trips using public ground transportation,15.0,5.0,970.0,62.0,bags,,,,,,,,,,
22012,trips using public ground transportation,14.0,5.0,971.0,43.0,bags,,,,,,,,,,
22013,trips using public ground transportation,18.0,5.0,972.0,57.0,bags,,,,,,,,,,
22014,trips using public ground transportation,16.0,5.0,973.0,56.0,bags,,,,,,,,,,
22015,trips using public ground transportation,13.0,5.0,974.0,57.0,bags,,,,,,,,,,
22016,trips using public ground transportation,16.0,5.0,975.0,42.0,bags,,,,,,,,,,
22017,trips using public ground transportation,18.0,5.0,976.0,46.0,bags,,,,,,,,,,
22018,trips using public ground transportation,14.0,5.0,977.0,62.0,bags,,,,,,,,,,
22019,trips using public ground transportation,19.0,5.0,978.0,62.0,bags,,,,,,,,,,
22020,trips using public ground transportation,13.0,5.0,979.0,53.0,bags,,,,,,,,,,
22021,trips using public ground transportation,16.0,5.0,980.0,50.0,bags,,,,,,,,,,
22022,trips using public ground transportation,17.0,5.0,981.0,55.0,bags,,,,,,,,,,
22023,trips using public ground transportation,15.0,5.0,982.0,43.0,bags,,,,,,,,,,
22024,trips using public ground transportation,13.0,5.0,983.0,51.0,bags,,,,,,,,,,
22025,trips using public ground transportation,12.0,5.0,984.0,42.0,bags,,,,,,,,,,
22026,trips using public ground transportation,14.0,5.0,985.0,54.0,bags,,,,,,,,,,
22027,trips using public ground transportation,18.0,5.0,986.0,46.0,bags,,,,,,,,,,
22028,trips using public ground transportation,13.0,5.0,987.0,45.0,bags,,,,,,,,,,
22029,trips using public ground transportation,12.0,5.0,988.0,62.0,bags,,,,,,,,,,
22030,trips using public ground transportation,17.0,5.0,989.0,44.0,bags,,,,,,,,,,
22031,trips using public ground transportation,12.0,5.0,990.0,57.0,bags,,,,,,,,,,
22032,trips using public ground transportation,14.0,5.0,991.0,50.0,bags,,,,,,,,,,
22033,trips using public ground transportation,19.0,5.0,992.0,47.0,bags,,,,,,,,,,
22034,trips using public ground transportation,19.0,5.0,993.0,45.0,bags,,,,,,,,,,
22035,trips using public ground transportation,19.0,5.0,994.0,46.0,bags,,,,,,,,,,
22036,trips using public ground transportation,16.0,5.0,995.0,47.0,bags,,,,,,,,,,
22037,trips using public ground transportation,14.0,5.0,996.0,57.0,bags,,,,,,,,,,
22038,trips using public ground transportation,18.0,5.0,997.0,48.0,bags,,,,,,,,,,
22039,trips using public ground transportation,17.0,5.0,998.0,49.0,bags,,,,,,,,,,
22040,trips using public ground transportation,18.0,5.0,999.0,51.0,bags,,,,,,,,,,
22041,trips using public ground transportation,16.0,5.0,1000.0,57.0,bags,,,,,,,,,,
22042,trips using public ground transportation,15.0,5.0,1001.0,42.0,bags,,,,,,,,,,
22043,trips using public ground transportation,16.0,5.0,1002.0,57.0,bags,,,,,,,,,,
22044,bags of garbage disposed,26.0,6.0,1.0,41.0,bags,,,,,,,,,,
22045,bags of garbage disposed,17.0,6.0,2.0,49.0,bags,,,,,,,,,,
22046,bags of garbage disposed,22.0,6.0,3.0,49.0,bags,,,,,,,,,,
22047,bags of garbage disposed,27.0,6.0,4.0,41.0,bags,,,,,,,,,,
22048,bags of garbage disposed,17.0,6.0,5.0,48.0,bags,,,,,,,,,,
22049,bags of garbage disposed,22.0,6.0,6.0,47.0,bags,,,,,,,,,,
22050,bags of garbage disposed,18.0,6.0,7.0,41.0,bags,,,,,,,,,,
22051,bags of garbage disposed,20.0,6.0,8.0,49.0,bags,,,,,,,,,,
22052,bags of garbage disposed,23.0,6.0,9.0,43.0,bags,,,,,,,,,,
22053,bags of garbage disposed,28.0,6.0,10.0,49.0,bags,,,,,,,,,,
22054,bags of garbage disposed,25.0,6.0,11.0,41.0,bags,,,,,,,,,,
22055,bags of garbage disposed,21.0,6.0,12.0,43.0,bags,,,,,,,,,,
22056,bags of garbage disposed,17.0,6.0,13.0,50.0,bags,,,,,,,,,,
22057,bags of garbage disposed,23.0,6.0,14.0,48.0,bags,,,,,,,,,,
22058,bags of garbage disposed,26.0,6.0,15.0,49.0,bags,,,,,,,,,,
22059,bags of garbage disposed,21.0,6.0,16.0,51.0,bags,,,,,,,,,,
22060,bags of garbage disposed,22.0,6.0,17.0,43.0,bags,,,,,,,,,,
22061,bags of garbage disposed,22.0,6.0,18.0,46.0,bags,,,,,,,,,,
22062,bags of garbage disposed,23.0,6.0,19.0,44.0,bags,,,,,,,,,,
22063,bags of garbage disposed,28.0,6.0,20.0,48.0,bags,,,,,,,,,,
22064,bags of garbage disposed,20.0,6.0,21.0,44.0,bags,,,,,,,,,,
22065,bags of garbage disposed,18.0,6.0,22.0,46.0,bags,,,,,,,,,,
22066,bags of garbage disposed,21.0,6.0,23.0,43.0,bags,,,,,,,,,,
22067,bags of garbage disposed,23.0,6.0,24.0,43.0,bags,,,,,,,,,,
22068,bags of garbage disposed,22.0,6.0,25.0,46.0,bags,,,,,,,,,,
22069,bags of garbage disposed,17.0,6.0,26.0,51.0,bags,,,,,,,,,,
22070,bags of garbage disposed,17.0,6.0,27.0,46.0,bags,,,,,,,,,,
22071,bags of garbage disposed,25.0,6.0,28.0,51.0,bags,,,,,,,,,,
22072,bags of garbage disposed,19.0,6.0,29.0,50.0,bags,,,,,,,,,,
22073,bags of garbage disposed,18.0,6.0,30.0,45.0,bags,,,,,,,,,,
22074,bags of garbage disposed,20.0,6.0,31.0,47.0,bags,,,,,,,,,,
22075,bags of garbage disposed,26.0,6.0,32.0,51.0,bags,,,,,,,,,,
22076,bags of garbage disposed,21.0,6.0,33.0,50.0,bags,,,,,,,,,,
22077,bags of garbage disposed,23.0,6.0,34.0,50.0,bags,,,,,,,,,,
22078,bags of garbage disposed,20.0,6.0,35.0,43.0,bags,,,,,,,,,,
22079,bags of garbage disposed,22.0,6.0,36.0,42.0,bags,,,,,,,,,,
22080,bags of garbage disposed,28.0,6.0,37.0,50.0,bags,,,,,,,,,,
22081,bags of garbage disposed,19.0,6.0,38.0,45.0,bags,,,,,,,,,,
22082,bags of garbage disposed,17.0,6.0,39.0,45.0,bags,,,,,,,,,,
22083,bags of garbage disposed,25.0,6.0,40.0,45.0,bags,,,,,,,,,,
22084,bags of garbage disposed,17.0,6.0,41.0,43.0,bags,,,,,,,,,,
22085,bags of garbage disposed,23.0,6.0,42.0,51.0,bags,,,,,,,,,,
22086,bags of garbage disposed,18.0,6.0,43.0,49.0,bags,,,,,,,,,,
22087,bags of garbage disposed,23.0,6.0,44.0,50.0,bags,,,,,,,,,,
22088,bags of garbage disposed,28.0,6.0,45.0,44.0,bags,,,,,,,,,,
22089,bags of garbage disposed,20.0,6.0,46.0,51.0,bags,,,,,,,,,,
22090,bags of garbage disposed,17.0,6.0,47.0,41.0,bags,,,,,,,,,,
22091,bags of garbage disposed,26.0,6.0,48.0,50.0,bags,,,,,,,,,,
22092,bags of garbage disposed,23.0,6.0,49.0,51.0,bags,,,,,,,,,,
22093,bags of garbage disposed,27.0,6.0,50.0,41.0,bags,,,,,,,,,,
22094,bags of garbage disposed,20.0,6.0,51.0,41.0,bags,,,,,,,,,,
22095,bags of garbage disposed,18.0,6.0,52.0,48.0,bags,,,,,,,,,,
22096,bags of garbage disposed,19.0,6.0,53.0,51.0,bags,,,,,,,,,,
22097,bags of garbage disposed,22.0,6.0,54.0,50.0,bags,,,,,,,,,,
22098,bags of garbage disposed,21.0,6.0,55.0,50.0,bags,,,,,,,,,,
22099,bags of garbage disposed,22.0,6.0,56.0,43.0,bags,,,,,,,,,,
22100,bags of garbage disposed,17.0,6.0,57.0,48.0,bags,,,,,,,,,,
22101,bags of garbage disposed,18.0,6.0,58.0,43.0,bags,,,,,,,,,,
22102,bags of garbage disposed,24.0,6.0,59.0,44.0,bags,,,,,,,,,,
22103,bags of garbage disposed,21.0,6.0,60.0,51.0,bags,,,,,,,,,,
22104,bags of garbage disposed,18.0,6.0,61.0,41.0,bags,,,,,,,,,,
22105,bags of garbage disposed,27.0,6.0,62.0,46.0,bags,,,,,,,,,,
22106,bags of garbage disposed,28.0,6.0,63.0,51.0,bags,,,,,,,,,,
22107,bags of garbage disposed,21.0,6.0,64.0,45.0,bags,,,,,,,,,,
22108,bags of garbage disposed,21.0,6.0,65.0,45.0,bags,,,,,,,,,,
22109,bags of garbage disposed,25.0,6.0,66.0,44.0,bags,,,,,,,,,,
22110,bags of garbage disposed,27.0,6.0,67.0,49.0,bags,,,,,,,,,,
22111,bags of garbage disposed,25.0,6.0,68.0,42.0,bags,,,,,,,,,,
22112,bags of garbage disposed,23.0,6.0,69.0,47.0,bags,,,,,,,,,,
22113,bags of garbage disposed,28.0,6.0,70.0,50.0,bags,,,,,,,,,,
22114,bags of garbage disposed,22.0,6.0,71.0,42.0,bags,,,,,,,,,,
22115,bags of garbage disposed,18.0,6.0,72.0,43.0,bags,,,,,,,,,,
22116,bags of garbage disposed,22.0,6.0,73.0,48.0,bags,,,,,,,,,,
22117,bags of garbage disposed,27.0,6.0,74.0,51.0,bags,,,,,,,,,,
22118,bags of garbage disposed,19.0,6.0,75.0,48.0,bags,,,,,,,,,,
22119,bags of garbage disposed,28.0,6.0,76.0,45.0,bags,,,,,,,,,,
22120,bags of garbage disposed,18.0,6.0,77.0,43.0,bags,,,,,,,,,,
22121,bags of garbage disposed,18.0,6.0,78.0,46.0,bags,,,,,,,,,,
22122,bags of garbage disposed,21.0,6.0,79.0,49.0,bags,,,,,,,,,,
22123,bags of garbage disposed,20.0,6.0,80.0,51.0,bags,,,,,,,,,,
22124,bags of garbage disposed,22.0,6.0,81.0,47.0,bags,,,,,,,,,,
22125,bags of garbage disposed,27.0,6.0,82.0,51.0,bags,,,,,,,,,,
22126,bags of garbage disposed,19.0,6.0,83.0,41.0,bags,,,,,,,,,,
22127,bags of garbage disposed,21.0,6.0,84.0,47.0,bags,,,,,,,,,,
22128,bags of garbage disposed,17.0,6.0,85.0,51.0,bags,,,,,,,,,,
22129,bags of garbage disposed,27.0,6.0,86.0,41.0,bags,,,,,,,,,,
22130,bags of garbage disposed,22.0,6.0,87.0,46.0,bags,,,,,,,,,,
22131,bags of garbage disposed,24.0,6.0,88.0,50.0,bags,,,,,,,,,,
22132,bags of garbage disposed,18.0,6.0,89.0,45.0,bags,,,,,,,,,,
22133,bags of garbage disposed,25.0,6.0,90.0,44.0,bags,,,,,,,,,,
