Indnum,Group,Activity,Units,Consumption,Quality_of_Life_Importance__1_10,Name of Resource Used,Amount of Resource Used per Unit
478,1,Household heating < 70F,count,9.0,91.0,electric___peak_hours,1.0
480,3,use of clothes washer,count,3.0,27.0,electric___peak_hours,1.0
491,4,TV/computer use,count,62.0,22.0,electric___peak_hours,1.0
493,2,wash-up,count,50.0,33.0,electric___peak_hours,1.0
496,3,use of  oven,count,12.0,33.0,electric___peak_hours,1.0
506,4,TV/computer use,count,63.0,21.0,electric___peak_hours,1.0
510,2,shower - long (> 3 min),count,32.0,88.0,electric___peak_hours,1.0
510,3,use of  oven,count,11.0,41.0,electric___peak_hours,1.0
511,3,use of clothes washer,count,3.0,33.0,electric___peak_hours,1.0
522,3,use of self-clean feature of electric oven,count,2.0,12.0,electric___peak_hours,1.0
547,1,Household heating => 70F,hours,6.0,67.0,electric___peak_hours,1.0
547,3,use of self-clean feature of electric oven,count,4.0,19.0,electric___peak_hours,1.0
549,1,Household heating => 70F,hours,3.0,90.0,electric___peak_hours,1.0
550,1,Household heating < 70F,count,4.0,60.0,electric___peak_hours,1.0
551,1,Household heating => 70F,hours,9.0,62.0,electric___peak_hours,1.0
568,3,use of clothes dryer,count,4.0,18.0,electric___peak_hours,1.0
571,3,use of clothes washer,count,3.0,29.0,electric___peak_hours,1.0
576,1,Use of air conditioner,count,14.0,45.0,electric___peak_hours,1.0
577,1,Household heating < 70F,hours,2.0,87.0,electric___peak_hours,1.0
582,1,Household heating => 70F,count,4.0,85.0,electric___peak_hours,1.0
587,2,shower - long (> 3 min),count,25.0,76.0,electric___peak_hours,1.0
600,1,Household heating => 70F,count,8.0,61.0,electric___peak_hours,1.0
605,3,use of clothes dryer,count,3.0,20.0,electric___peak_hours,1.0
606,1,Use of air conditioner,count,28.0,46.0,electric___peak_hours,1.0
608,3,use of clothes dryer,count,4.0,21.0,electric___peak_hours,1.0
610,2,wash-up,count,37.0,39.0,electric___peak_hours,1.0
621,4,TV/computer use,count,64.0,28.0,electric___peak_hours,1.0
630,4,TV/computer use,count,63.0,25.0,electric___peak_hours,1.0
633,2,shower - long (> 3 min),count,28.0,74.0,electric___peak_hours,1.0
635,2,shower - short,count,7.0,85.0,electric___peak_hours,1.0
635,2,wash-up,count,50.0,40.0,electric___peak_hours,1.0
648,1,Use of air conditioner,count,29.0,40.0,electric___peak_hours,1.0
657,4,TV/computer use,count,62.0,29.0,electric___peak_hours,1.0
665,3,use of clothes washer,count,3.0,39.0,electric___peak_hours,1.0
666,2,shower - long (> 3 min),count,34.0,74.0,electric___peak_hours,1.0
690,3,use of self-clean feature of electric oven,count,3.0,14.0,electric___peak_hours,1.0
696,2,shower - short,count,6.0,96.0,electric___peak_hours,1.0
696,2,shower - long (> 3 min),count,20.0,84.0,electric___peak_hours,1.0
698,3,use of clothes dryer,count,2.0,16.0,electric___peak_hours,1.0
699,4,TV/computer use,count,59.0,23.0,electric___peak_hours,1.0
709,2,shower - short,count,2.0,96.0,electric___peak_hours,1.0
709,3,use of  oven,count,12.0,40.0,electric___peak_hours,1.0
711,1,Use of air conditioner,hours,23.0,38.0,electric___peak_hours,1.0
712,1,Household heating => 70F,count,4.0,86.0,electric___peak_hours,1.0
716,1,Use of air conditioner,count,29.0,46.0,electric___peak_hours,1.0
721,4,TV/computer use,count,60.0,31.0,electric___peak_hours,1.0
732,3,use of clothes dryer,count,3.0,19.0,electric___peak_hours,1.0
734,3,use of  oven,count,12.0,33.0,electric___peak_hours,1.0
738,4,TV/computer use,count,60.0,28.0,electric___peak_hours,1.0
741,4,TV/computer use,count,60.0,23.0,electric___peak_hours,1.0
742,3,use of clothes dryer,count,3.0,16.0,electric___peak_hours,1.0
744,1,Use of air conditioner,count,24.0,55.0,electric___peak_hours,1.0
747,1,Use of air conditioner,hours,31.0,40.0,electric___peak_hours,1.0
747,3,use of clothes washer,count,6.0,33.0,electric___peak_hours,1.0
759,1,Use of air conditioner,hours,14.0,46.0,electric___peak_hours,1.0
761,3,use of clothes washer,count,5.0,48.0,electric___peak_hours,1.0
764,1,Household heating < 70F,count,2.0,86.0,electric___peak_hours,1.0
766,1,Use of air conditioner,count,19.0,39.0,electric___peak_hours,1.0
769,2,shower - short,count,6.0,96.0,electric___peak_hours,1.0
770,1,Use of air conditioner,count,25.0,46.0,electric___peak_hours,1.0
771,1,Household heating => 70F,hours,9.0,73.0,electric___peak_hours,1.0
777,2,wash-up,count,36.0,36.0,electric___peak_hours,1.0
777,3,use of clothes washer,count,5.0,28.0,electric___peak_hours,1.0
779,2,wash-up,count,37.0,41.0,electric___peak_hours,1.0
781,2,shower - long (> 3 min),count,14.0,78.0,electric___peak_hours,1.0
784,4,TV/computer use,count,59.0,30.0,electric___peak_hours,1.0
797,2,shower - short,count,8.0,90.0,electric___peak_hours,1.0
804,4,TV/computer use,count,64.0,30.0,electric___peak_hours,1.0
807,4,TV/computer use,count,58.0,26.0,electric___peak_hours,1.0
815,1,Household heating < 70F,hours,9.0,89.0,electric___peak_hours,1.0
818,4,TV/computer use,count,60.0,27.0,electric___peak_hours,1.0
824,1,Household heating < 70F,count,3.0,86.0,electric___peak_hours,1.0
840,3,use of clothes washer,count,3.0,46.0,electric___peak_hours,1.0
842,1,Household heating => 70F,count,1.0,66.0,electric___peak_hours,1.0
843,2,wash-up,count,40.0,24.0,electric___peak_hours,1.0
848,3,use of clothes dryer,count,2.0,19.0,electric___peak_hours,1.0
860,3,use of self-clean feature of electric oven,count,4.0,15.0,electric___peak_hours,1.0
864,1,Household heating => 70F,count,5.0,86.0,electric___peak_hours,1.0
869,3,use of  oven,count,11.0,34.0,electric___peak_hours,1.0
873,3,use of clothes dryer,count,2.0,17.0,electric___peak_hours,1.0
874,1,Household heating < 70F,count,5.0,61.0,electric___peak_hours,1.0
874,4,TV/computer use,count,60.0,28.0,electric___peak_hours,1.0
876,2,shower - short,count,6.0,88.0,electric___peak_hours,1.0
877,1,Household heating => 70F,hours,8.0,75.0,electric___peak_hours,1.0
877,2,shower - short,count,3.0,86.0,electric___peak_hours,1.0
880,2,wash-up,count,36.0,27.0,electric___peak_hours,1.0
882,3,use of clothes dryer,count,2.0,18.0,electric___peak_hours,1.0
886,1,Household heating < 70F,count,4.0,86.0,electric___peak_hours,1.0
887,2,bath,count,2.0,15.0,electric___peak_hours,1.0
897,3,use of  oven,count,9.0,31.0,electric___peak_hours,1.0
899,2,shower - short,count,3.0,90.0,electric___peak_hours,1.0
902,4,TV/computer use,count,59.0,26.0,electric___peak_hours,1.0
912,2,wash-up,count,49.0,43.0,electric___peak_hours,1.0
917,1,Household heating => 70F,hours,7.0,66.0,electric___peak_hours,1.0
921,1,Household heating < 70F,hours,10.0,84.0,electric___peak_hours,1.0
921,3,use of clothes dryer,count,3.0,17.0,electric___peak_hours,1.0
923,4,TV/computer use,count,58.0,26.0,electric___peak_hours,1.0
925,3,use of self-clean feature of electric oven,count,4.0,14.0,electric___peak_hours,1.0
930,1,Household heating < 70F,count,5.0,68.0,electric___peak_hours,1.0
931,2,shower - short,count,5.0,95.0,electric___peak_hours,1.0
938,3,use of clothes washer,count,5.0,46.0,electric___peak_hours,1.0
955,3,use of clothes washer,count,2.0,44.0,electric___peak_hours,1.0
960,2,shower - long (> 3 min),count,39.0,91.0,electric___peak_hours,1.0
964,3,use of clothes dryer,count,1.0,15.0,electric___peak_hours,1.0
965,1,Household heating < 70F,hours,6.0,73.0,electric___peak_hours,1.0
965,1,Use of air conditioner,hours,29.0,47.0,electric___peak_hours,1.0
965,3,use of clothes dryer,count,1.0,11.0,electric___peak_hours,1.0
966,1,Use of air conditioner,count,23.0,39.0,electric___peak_hours,1.0
972,2,shower - long (> 3 min),count,12.0,81.0,electric___peak_hours,1.0
987,1,Household heating < 70F,hours,9.0,67.0,electric___peak_hours,1.0
990,4,TV/computer use,count,64.0,22.0,electric___peak_hours,1.0
995,3,use of self-clean feature of electric oven,count,1.0,14.0,electric___peak_hours,1.0
1001,2,shower - short,count,3.0,94.0,electric___peak_hours,1.0
2,3,use of clothes dryer,count,4.0,13.0,electric___off_peak_hours,1.0
2,3,use of  oven,count,8.0,37.0,electric___off_peak_hours,1.0
4,3,use of clothes dryer,count,2.0,14.0,electric___off_peak_hours,1.0
4,3,use of  oven,count,11.0,33.0,electric___off_peak_hours,1.0
6,3,use of clothes dryer,count,2.0,20.0,electric___off_peak_hours,1.0
6,3,use of  oven,count,11.0,33.0,electric___off_peak_hours,1.0
8,3,use of clothes dryer,count,4.0,12.0,electric___off_peak_hours,1.0
8,3,use of  oven,count,10.0,36.0,electric___off_peak_hours,1.0
10,3,use of clothes dryer,count,4.0,13.0,electric___off_peak_hours,1.0
10,3,use of  oven,count,8.0,36.0,electric___off_peak_hours,1.0
12,3,use of clothes dryer,count,2.0,18.0,electric___off_peak_hours,1.0
12,3,use of  oven,count,10.0,36.0,electric___off_peak_hours,1.0
14,3,use of clothes dryer,count,1.0,11.0,electric___off_peak_hours,1.0
14,3,use of  oven,count,12.0,32.0,electric___off_peak_hours,1.0
16,3,use of clothes dryer,count,3.0,16.0,electric___off_peak_hours,1.0
16,3,use of  oven,count,11.0,33.0,electric___off_peak_hours,1.0
18,3,use of clothes dryer,count,2.0,12.0,electric___off_peak_hours,1.0
18,3,use of  oven,count,12.0,40.0,electric___off_peak_hours,1.0
20,3,use of clothes dryer,count,2.0,15.0,electric___off_peak_hours,1.0
20,3,use of  oven,count,11.0,35.0,electric___off_peak_hours,1.0
22,3,use of clothes dryer,count,2.0,12.0,electric___off_peak_hours,1.0
22,3,use of  oven,count,11.0,40.0,electric___off_peak_hours,1.0
24,3,use of clothes dryer,count,3.0,20.0,electric___off_peak_hours,1.0
24,3,use of  oven,count,10.0,39.0,electric___off_peak_hours,1.0
26,3,use of clothes dryer,count,2.0,16.0,electric___off_peak_hours,1.0
26,3,use of  oven,count,11.0,40.0,electric___off_peak_hours,1.0
28,3,use of clothes dryer,count,3.0,11.0,electric___off_peak_hours,1.0
28,3,use of  oven,count,12.0,37.0,electric___off_peak_hours,1.0
30,3,use of clothes dryer,count,1.0,14.0,electric___off_peak_hours,1.0
30,3,use of  oven,count,12.0,31.0,electric___off_peak_hours,1.0
32,3,use of clothes dryer,count,4.0,17.0,electric___off_peak_hours,1.0
32,3,use of  oven,count,8.0,31.0,electric___off_peak_hours,1.0
34,3,use of clothes dryer,count,2.0,16.0,electric___off_peak_hours,1.0
34,3,use of  oven,count,11.0,31.0,electric___off_peak_hours,1.0
36,3,use of clothes dryer,count,3.0,15.0,electric___off_peak_hours,1.0
36,3,use of  oven,count,8.0,32.0,electric___off_peak_hours,1.0
38,3,use of clothes dryer,count,1.0,13.0,electric___off_peak_hours,1.0
38,3,use of  oven,count,12.0,39.0,electric___off_peak_hours,1.0
40,3,use of clothes dryer,count,2.0,14.0,electric___off_peak_hours,1.0
40,3,use of  oven,count,9.0,32.0,electric___off_peak_hours,1.0
42,3,use of clothes dryer,count,2.0,12.0,electric___off_peak_hours,1.0
42,3,use of  oven,count,11.0,36.0,electric___off_peak_hours,1.0
44,3,use of clothes dryer,count,4.0,18.0,electric___off_peak_hours,1.0
44,3,use of  oven,count,9.0,38.0,electric___off_peak_hours,1.0
46,3,use of clothes dryer,count,1.0,15.0,electric___off_peak_hours,1.0
46,3,use of  oven,count,11.0,32.0,electric___off_peak_hours,1.0
48,3,use of clothes dryer,count,1.0,21.0,electric___off_peak_hours,1.0
48,3,use of  oven,count,9.0,31.0,electric___off_peak_hours,1.0
50,3,use of clothes dryer,count,3.0,20.0,electric___off_peak_hours,1.0
50,3,use of  oven,count,11.0,40.0,electric___off_peak_hours,1.0
52,3,use of clothes dryer,count,1.0,20.0,electric___off_peak_hours,1.0
52,3,use of  oven,count,11.0,32.0,electric___off_peak_hours,1.0
54,3,use of clothes dryer,count,1.0,18.0,electric___off_peak_hours,1.0
54,3,use of  oven,count,8.0,34.0,electric___off_peak_hours,1.0
56,3,use of clothes dryer,count,1.0,17.0,electric___off_peak_hours,1.0
56,3,use of  oven,count,10.0,34.0,electric___off_peak_hours,1.0
58,3,use of clothes dryer,count,2.0,14.0,electric___off_peak_hours,1.0
58,3,use of  oven,count,12.0,34.0,electric___off_peak_hours,1.0
60,3,use of clothes dryer,count,1.0,13.0,electric___off_peak_hours,1.0
60,3,use of  oven,count,11.0,41.0,electric___off_peak_hours,1.0
62,3,use of clothes dryer,count,4.0,14.0,electric___off_peak_hours,1.0
62,3,use of  oven,count,8.0,32.0,electric___off_peak_hours,1.0
64,3,use of clothes dryer,count,1.0,14.0,electric___off_peak_hours,1.0
64,3,use of  oven,count,10.0,36.0,electric___off_peak_hours,1.0
66,3,use of clothes dryer,count,4.0,19.0,electric___off_peak_hours,1.0
66,3,use of  oven,count,8.0,39.0,electric___off_peak_hours,1.0
68,3,use of clothes dryer,count,3.0,20.0,electric___off_peak_hours,1.0
68,3,use of  oven,count,10.0,33.0,electric___off_peak_hours,1.0
70,3,use of clothes dryer,count,4.0,17.0,electric___off_peak_hours,1.0
70,3,use of  oven,count,11.0,38.0,electric___off_peak_hours,1.0
72,3,use of clothes dryer,count,2.0,19.0,electric___off_peak_hours,1.0
72,3,use of  oven,count,12.0,33.0,electric___off_peak_hours,1.0
74,3,use of clothes dryer,count,4.0,17.0,electric___off_peak_hours,1.0
74,3,use of  oven,count,12.0,40.0,electric___off_peak_hours,1.0
76,3,use of clothes dryer,count,1.0,20.0,electric___off_peak_hours,1.0
76,3,use of  oven,count,8.0,41.0,electric___off_peak_hours,1.0
78,3,use of clothes dryer,count,2.0,14.0,electric___off_peak_hours,1.0
78,3,use of  oven,count,11.0,35.0,electric___off_peak_hours,1.0
80,3,use of clothes dryer,count,4.0,20.0,electric___off_peak_hours,1.0
80,3,use of  oven,count,10.0,40.0,electric___off_peak_hours,1.0
82,3,use of clothes dryer,count,4.0,12.0,electric___off_peak_hours,1.0
82,3,use of  oven,count,9.0,39.0,electric___off_peak_hours,1.0
84,3,use of clothes dryer,count,1.0,16.0,electric___off_peak_hours,1.0
84,3,use of  oven,count,10.0,33.0,electric___off_peak_hours,1.0
86,3,use of clothes dryer,count,1.0,12.0,electric___off_peak_hours,1.0
86,3,use of  oven,count,9.0,33.0,electric___off_peak_hours,1.0
88,3,use of clothes dryer,count,3.0,20.0,electric___off_peak_hours,1.0
88,3,use of  oven,count,11.0,36.0,electric___off_peak_hours,1.0
90,3,use of clothes dryer,count,4.0,20.0,electric___off_peak_hours,1.0
90,3,use of  oven,count,10.0,38.0,electric___off_peak_hours,1.0
92,3,use of clothes dryer,count,3.0,12.0,electric___off_peak_hours,1.0
92,3,use of  oven,count,9.0,33.0,electric___off_peak_hours,1.0
94,3,use of clothes dryer,count,2.0,20.0,electric___off_peak_hours,1.0
94,3,use of  oven,count,12.0,35.0,electric___off_peak_hours,1.0
96,3,use of clothes dryer,count,2.0,16.0,electric___off_peak_hours,1.0
96,3,use of  oven,count,10.0,35.0,electric___off_peak_hours,1.0
98,3,use of clothes dryer,count,2.0,18.0,electric___off_peak_hours,1.0
98,3,use of  oven,count,9.0,35.0,electric___off_peak_hours,1.0
100,3,use of clothes dryer,count,1.0,11.0,electric___off_peak_hours,1.0
100,3,use of  oven,count,12.0,40.0,electric___off_peak_hours,1.0
102,3,use of clothes dryer,count,4.0,19.0,electric___off_peak_hours,1.0
102,3,use of  oven,count,12.0,31.0,electric___off_peak_hours,1.0
104,3,use of clothes dryer,count,3.0,21.0,electric___off_peak_hours,1.0
104,3,use of  oven,count,11.0,31.0,electric___off_peak_hours,1.0
106,3,use of clothes dryer,count,3.0,21.0,electric___off_peak_hours,1.0
106,3,use of  oven,count,10.0,39.0,electric___off_peak_hours,1.0
108,3,use of clothes dryer,count,3.0,15.0,electric___off_peak_hours,1.0
108,3,use of  oven,count,10.0,41.0,electric___off_peak_hours,1.0
110,3,use of clothes dryer,count,3.0,16.0,electric___off_peak_hours,1.0
110,3,use of  oven,count,8.0,31.0,electric___off_peak_hours,1.0
112,3,use of clothes dryer,count,1.0,11.0,electric___off_peak_hours,1.0
112,3,use of  oven,count,11.0,35.0,electric___off_peak_hours,1.0
114,3,use of clothes dryer,count,2.0,20.0,electric___off_peak_hours,1.0
114,3,use of  oven,count,12.0,39.0,electric___off_peak_hours,1.0
116,3,use of clothes dryer,count,3.0,15.0,electric___off_peak_hours,1.0
116,3,use of  oven,count,11.0,38.0,electric___off_peak_hours,1.0
118,3,use of clothes dryer,count,3.0,21.0,electric___off_peak_hours,1.0
118,3,use of  oven,count,12.0,31.0,electric___off_peak_hours,1.0
120,3,use of clothes dryer,count,3.0,21.0,electric___off_peak_hours,1.0
120,3,use of  oven,count,11.0,40.0,electric___off_peak_hours,1.0
122,3,use of clothes dryer,count,1.0,15.0,electric___off_peak_hours,1.0
122,3,use of  oven,count,9.0,37.0,electric___off_peak_hours,1.0
124,3,use of clothes dryer,count,1.0,12.0,electric___off_peak_hours,1.0
124,3,use of  oven,count,10.0,33.0,electric___off_peak_hours,1.0
126,3,use of clothes dryer,count,3.0,15.0,electric___off_peak_hours,1.0
126,3,use of  oven,count,10.0,31.0,electric___off_peak_hours,1.0
128,3,use of clothes dryer,count,3.0,12.0,electric___off_peak_hours,1.0
128,3,use of  oven,count,10.0,34.0,electric___off_peak_hours,1.0
130,3,use of clothes dryer,count,3.0,13.0,electric___off_peak_hours,1.0
130,3,use of  oven,count,12.0,33.0,electric___off_peak_hours,1.0
132,3,use of clothes dryer,count,4.0,14.0,electric___off_peak_hours,1.0
132,3,use of  oven,count,9.0,32.0,electric___off_peak_hours,1.0
134,3,use of clothes dryer,count,3.0,20.0,electric___off_peak_hours,1.0
134,3,use of  oven,count,9.0,31.0,electric___off_peak_hours,1.0
136,3,use of clothes dryer,count,4.0,21.0,electric___off_peak_hours,1.0
136,3,use of  oven,count,12.0,31.0,electric___off_peak_hours,1.0
138,3,use of clothes dryer,count,4.0,15.0,electric___off_peak_hours,1.0
138,3,use of  oven,count,12.0,34.0,electric___off_peak_hours,1.0
140,3,use of clothes dryer,count,2.0,16.0,electric___off_peak_hours,1.0
140,3,use of  oven,count,11.0,35.0,electric___off_peak_hours,1.0
142,3,use of clothes dryer,count,2.0,18.0,electric___off_peak_hours,1.0
142,3,use of  oven,count,8.0,38.0,electric___off_peak_hours,1.0
144,3,use of clothes dryer,count,2.0,20.0,electric___off_peak_hours,1.0
144,3,use of  oven,count,10.0,33.0,electric___off_peak_hours,1.0
146,3,use of clothes dryer,count,4.0,15.0,electric___off_peak_hours,1.0
146,3,use of  oven,count,10.0,39.0,electric___off_peak_hours,1.0
148,3,use of clothes dryer,count,3.0,13.0,electric___off_peak_hours,1.0
148,3,use of  oven,count,12.0,31.0,electric___off_peak_hours,1.0
150,3,use of clothes dryer,count,3.0,17.0,electric___off_peak_hours,1.0
150,3,use of  oven,count,10.0,31.0,electric___off_peak_hours,1.0
152,3,use of clothes dryer,count,1.0,20.0,electric___off_peak_hours,1.0
152,3,use of  oven,count,11.0,36.0,electric___off_peak_hours,1.0
154,3,use of clothes dryer,count,2.0,12.0,electric___off_peak_hours,1.0
154,3,use of  oven,count,9.0,40.0,electric___off_peak_hours,1.0
156,3,use of clothes dryer,count,1.0,20.0,electric___off_peak_hours,1.0
156,3,use of  oven,count,12.0,38.0,electric___off_peak_hours,1.0
158,3,use of clothes dryer,count,1.0,15.0,electric___off_peak_hours,1.0
158,3,use of  oven,count,11.0,33.0,electric___off_peak_hours,1.0
160,3,use of clothes dryer,count,4.0,17.0,electric___off_peak_hours,1.0
160,3,use of  oven,count,11.0,38.0,electric___off_peak_hours,1.0
162,3,use of clothes dryer,count,3.0,15.0,electric___off_peak_hours,1.0
162,3,use of  oven,count,11.0,37.0,electric___off_peak_hours,1.0
164,3,use of clothes dryer,count,3.0,13.0,electric___off_peak_hours,1.0
164,3,use of  oven,count,10.0,37.0,electric___off_peak_hours,1.0
166,3,use of clothes dryer,count,3.0,21.0,electric___off_peak_hours,1.0
166,3,use of  oven,count,12.0,41.0,electric___off_peak_hours,1.0
168,3,use of clothes dryer,count,2.0,21.0,electric___off_peak_hours,1.0
168,3,use of  oven,count,10.0,35.0,electric___off_peak_hours,1.0
170,3,use of clothes dryer,count,2.0,18.0,electric___off_peak_hours,1.0
170,3,use of  oven,count,8.0,36.0,electric___off_peak_hours,1.0
172,3,use of clothes dryer,count,4.0,15.0,electric___off_peak_hours,1.0
172,3,use of  oven,count,10.0,41.0,electric___off_peak_hours,1.0
174,3,use of clothes dryer,count,1.0,19.0,electric___off_peak_hours,1.0
174,3,use of  oven,count,10.0,35.0,electric___off_peak_hours,1.0
176,3,use of clothes dryer,count,3.0,15.0,electric___off_peak_hours,1.0
176,3,use of  oven,count,10.0,40.0,electric___off_peak_hours,1.0
